ReferenceID,BibliographicReference,ReferenceYear
REF1014,"""Medina R. et al. (2010). Population Structure of Phthorimaea operculella (Lepidoptera: Gelechiidae) in the United States. Environmental Entomology. 39(3):1037-1042""",2010.0
REF1015,"""Maharjan R. Jung C. (2011). Rearing methods of potato tuber moth Phthorimaea oper- culella (Zeller) (Lepidoptera: Gelechiidae). Korean Journal of Soil Zoology. 15: 53-57""",2011.0
REF1016,"""Heppner J. (1993). Citrus leafminer Phyllocnistis citrella in Florida (Lepidoptera: Gracillariidae: Phyllocnistinae). Tropical Lepididoptera. 4: 49-64""",1993.0
REF1017,"""Ayoub M. (1960). Phyllocnistis citrella Stainton a main citrus pest in Saudi Arabia. Bulletin de la Societe entomologique dEgypte (Cairo). 44: 387-391""",1960.0
REF1018,"""Ba-Angood S. (1978). On the biology and food preference of the Citrus leaf miner Phyllocnistis citrella Stainton (Gracilariidae Lepidoptera) in PDR of Yemen. Journal of Applied Entomology. 86(1-4): 53-57""",1978.0
REF1019,"""Kamburov S. (1986). New pests and beneficial insects on citrus in South Africa - Part I. Citrus and Subtropical Fruit Journal. 625: 6-7""",1986.0
REF1020,"""Badawy A. (1967). The morphology and biology of Phyllocnistis citrella Stainton. a citrus leaf-miner in the Sudan. Bulletin de la Societe entomologique dEgypte (Cairo). 51: 95-103""",1967.0
REF1021,"""Hoy M. Nguyen R. (1997). Classical Biological Control of the Citrus Leafminer Phyllocnistis citrella Stainton (Lepidoptera: Gracillaridae): Theory Practice Art and Science. Tropical Lepidoptera. 8(1): 1-19""",1997.0
REF1022,"""Heppner J. (1993). Citrus Leafminer Phyllocnistis citrella Stainton (Lepidoptera: Gracillariidae: Phyllocnistinae). Pest Alert - Florida Department of Agriculture and Consumer Services Division of Plant Industry. DACS-P-01669""",1993.0
REF1023,"""Guerout R. (1974). Occurrence of Phyllocnistis citrella in West Africa. Fruits (Paris). 29: 519-523""",1974.0
REF1024,"""Posenato G. et al. (1997). La minatrice americana un nuovo fillominatore della vite. LInformatore Agrario. 15: 75-77""",1997.0
REF1025,"""Maier C. (2001). Exotic lepidopteran leafminers in North American apple orchards: rise to prominence management and future threats. Biological Invasions. 3: 283-293""",2001.0
REF1026,"""Kirichenko N. et al. (2019). Invasive leafminers on woody plants: a global review of pathways impact and management. Journal of Pest Science. 92: 93-106""",2019.0
REF1027,"""Ermolaev I. (2014). Biological Invasion of the Lime Leafminer Phyllonorycter issikii Kumata (Lepidoptera Gracillariidae) in Europe. Contemporary Problems of Ecology. 7(3): 324-333""",2014.0
REF1028,"""Ermolaev I. Domrachev T. (2021). The Influence of Number of Generations on the Dynamics of Lime Leaf Miner Phyllonorycter issikii (Kumata 1963) (Lepidoptera Gracillariidae) in Udmurtia. Russian Journal of Biological Invasions. 12(1): 53-66""",2021.0
REF1029,"""Kirichenko N. et al. (2022). Tracing the invasion of a leaf-mining moth in the Palearctic through DNA barcoding of historical herbaria. Scientific Reports. 12: 5065""",2022.0
REF1030,"""Kirichenko N. et al. (2019). Novel Data on the Taxonomic Diversity Distribution and Host Plants of Leafmining Moths of the Family Gracillariidae (Lepidoptera) in Siberia Based on DNA Barcoding. Entomological Review. 99(6): 796-819""",2019.0
REF1031,"""Ermolaev I. et al. (2018). Food Plants of Lime Leafminer Phyllonorycter issikii (Kumata 1963) (Lepidoptera Gracillariidae). Russian Journal of Biological Invasions. 9(3): 205-214""",2018.0
REF1032,"""Walczak U. et al. (2010). Host range of an invasive moth Phyllonorycter leucographella. Journal of Applied Entomology. 134: 714-717""",2010.0
REF1033,"""Kuchlein J. Kuchlein-Nijsten C. (2002). Phyllonorycter medicaginella (Lepidoptera: Gracillariidae) new for the Netherlands. Entomologische Berichten 62(3-4) 96-100.""",2002.0
REF1034,"""Sammut P. Mifsud D. (2008). Phyllonorycter messaniella (Zeller 1846) new record for the Maltese Islands (Lepidoptera: Gracillariidae). Bulletin of the Entomological Society of Malta. 1: 63-65.""",2008.0
REF1035,"""Lesovoya N. et al. (2019). The Mediterranean Butterfly Phyllonorycter platani (Staudinger 1870) in the Fomin Botanic Garden (Kiev Ukraine). Russian Journal of Biological Invasions. 10(1): 104-107""",2019.0
REF1036,"""Cotoras D. Pakarati S. (2023). Detection of the Large White butterfly Pieris brassicae (Linnaeus 1758) (Lepidoptera Pieridae) in Rapa Nui (Easter Island). Nota Lepidopterologica. 46: 31-35""",2023.0
REF1037,"""Tanaka S. et al. (2007). Sequential Rapid Adaptation of Indigenous Parasitoid Wasps to the Invasive Butterfly Pieris brassicae. Evolution. 61(8): 1791-1802""",2007.0
REF1038,"""Ryan S. et al. (2019). Global invasion history of the agricultural pest butterfly Pieris rapae revealed with genomics and citizen science. PNAS. 116(40): 20015-20024""",2019.0
REF1039,"""Leiss K. (2011). Management practices for control of ragwort species. Phytochemistry Reviews. 10(1): 153-163""",2011.0
REF1040,"""Steeman C. Sierens T. (2025). Interessante waarnemingen van Lepidoptera in Belgi√´ in 2024. Phegea 53(4).""",2025.0
REF1041,"""Convey P. (2005). Recent lepidopteran records from sub-Antarctic South Georgia. Polar Biology. 28: 108-110""",2005.0
REF1042,"""Wei S. et al. (2013). Genetic Structure and Demographic History Reveal Migration of the Diamondback Moth Plutella xylostella (Lepidoptera: Plutellidae) from the Southern to Northern Regions of China. PLoS ONE. 8(4): e59654""",2013.0
REF1043,"""Frenot Y. et al. (2005). Biological invasions in the Antarctic: extent impacts and implications. Biological Reviews. 80: 45-72""",2005.0
REF1044,"""Chown S. Avenant N. (1992). Status of Plutella xylostella at Marion Island six years after its colonisation. South African Journal of Antarctic Research. 22: 37-40""",1992.0
REF1045,"""Coulson S. et al. (2002). Aerial colonization of high Arctic islands by invertebrates: the diamondback moth Plutella xylostella (Lepidoptera: Yponomeutidae) as a potential indicator species. Diversity and Distributions. 8: 327-334""",2002.0
REF1046,"""Agboyi L. et al. (2016). Pesticide resistance in Plutella xylostella (Lepidoptera: Plutellidae) populations from Togo and Benin. International Journal of Tropical Insect Science. 36(4): 204-210""",2016.0
REF1047,"""Sulifoa J. Ebenebe A. (2007). Evaluation of pheromone trapping of diamondback moth (Plutella xylostella) as a tool for monitoring larval infestations in cabbage crops in Samoa. The South Pacific Journal of Natural and Applied Sciences. 25(1): 43-46""",2007.0
REF1048,"""Ferguson D. et al. (1991). The Lepidoptera of Bermuda: their food plants biogeography and means of dispersal. The Memoirs of the Entomological Society of Canada. 123(S158): 3-105""",1991.0
REF1049,"""Bippus M. (2019). Pyraloidea of Mauritius and neighbouring islands (Lepidoptera). Phelsuma. 27: 36-57""",2019.0
REF1050,"""Pop F. et al. (2022). First record of Scythris sinensis (Felder and Rogenhofer 1875)(Lepidoptera Scythrididae) in Romania. Entomologica romanica. 26: 133-135.""",2022.0
REF1051,"""Tsvetanov T. and Zlatkov B. (2019). Scythris sinensis (Felder & Rogenhofer 1875) a new species for Bulgaria and the Balkan Peninsula (Insecta: Lepidoptera: Scythrididae). ZooNotes. 146: 1-2.""",2019.0
REF1052,"""Yan J. et al. (2020). Complete mitochondrial genome of Sesia siningensis (Lepidoptera: Sesiidae). Mitochondrial DNA Part B. 5(1): 317–318""",2020.0
REF1053,"""Greenberg S. et al. (2001). Feeding and Life History of Spodoptera exigua (Lepidoptera: Noctuidae) on Different Host Plants. Annals of the Entomological Society of America. 94(4): 566-575""",2001.0
REF1054,"""Falsafi H. et al. (2022). Forecasting the potential distribution of Spodoptera exigua and S. littoralis (Lepidoptera Noctuidae) in Iran. Journal of Asia-Pacific Entomology. 25: 101956""",2022.0
REF1055,"""Tay W. et al. (2022). Global population genomic signature of Spodoptera frugiperda (fall armyworm) supports complex introduction events across the Old World. Communications Biology. 5: 297""",2022.0
REF1056,"""He L. et al. (2021). Ambient Humidity Affects Development Survival and Reproduction of the Invasive Fall Armyworm Spodoptera frugiperda (Lepidoptera: Noctuidae) in China. Journal of Economic Entomology. 114(3): 1145-1158""",2021.0
REF1057,"""Jing D. et al. (2020). Initial detections and spread of invasive Spodoptera frugiperda in China and comparisons with other noctuid larvae in cornfields using molecular techniques. Insect Science. 27: 780-790""",2020.0
REF1058,"""Xu M. et al. (2022). Overseas immigration of fall armyworm Spodoptera frugiperda (Lepidoptera: Noctuidae) invading Korea and Japan in 2019. Insect Science. 29: 505-520""",2022.0
REF1059,"""Wu Q. et al. (2019). Analysis of migration routes of the fall armyworm Spodoptera frugiperda (J. E. Smith) form Myanmar to China. Plant Protection. 45: 1-6""",2019.0
REF1060,"""Nguyen D. et al. (2021). Preliminary characterisation of known pesticide resistance alleles in Spodoptera frugiperda (Lepidoptera: Noctuidae) in its invasive Australian range. Austral Entomology. 60: 782-790""",2021.0
REF1061,"""Piggott M. et al. (2021). Corn-strain or rice-strain? Detection of fall armyworm Spodoptera frugiperda (JE Smith) (Lepidoptera: Noctuidae) in northern Australia. International Journal of Tropical Insect Science. 41: 2607-2615""",2021.0
REF1062,"""Zhang L. et al. (2019). Molecular identification of invasive fall armyworm Spodoptera frugiperda in Yunnan Province. Plant Protection. 45: 19-24""",2019.0
REF1063,"""European and Mediterranean Plant Protection Organization (EPPO) (2024). First report of Spodoptera frugiperda in Romania. EPPO Reporting Service. 01 - 2024: 2024/003""",2024.0
REF1064,"""Day R. et al. (2017). Fall armyworm: Impacts and implications for Africa. Outlooks on Pest Management. 28: 196-201""",2017.0
REF1065,"""Gamil W. (2020). Fall Armyworm Spodoptera frugiperda (J. E. Smith) (Lepidoptera: Noctuidae) Biological Aspects as A New Alien Invasive Pest in Egypt. Egyptian Academy Journal of Biological Science. 13(3): 189-196""",2020.0
REF1066,"""Otim M. et al. (2018) Detection of sister-species in invasive populations of the fall armyworm Spodoptera frugiperda (Lepidoptera: Noctuidae) from Uganda. PLoS ONE. 13(4): e0194571""",2018.0
REF1067,"""Sun X. et al. (2021). Case study on the first immigration of fall armyworm Spodoptera frugiperda invading into China. Journal of Integrative Agriculture. 20(3): 664-672""",2021.0
REF1068,"""Durocher-Granger L. et al. (2021). Factors influencing the occurrence of fall armyworm parasitoids in Zambia. Journal of Pest Science. 94:1133-1146""",2021.0
REF1069,"""Goergen G. et al. (2016). First Report of Outbreaks of the Fall Armyworm Spodoptera frugiperda (J E Smith) (Lepidoptera Noctuidae) a New Alien Invasive Pest in West and Central Africa. PLoS One. 11: e0165632""",2016.0
REF1070,"""Nagoshi R. et al. (2017). Comparative molecular analyses of invasive fall armyworm in Togo reveal strong similarities to populations from the eastern United States and the Greater Antilles. PLoS One. 12: e0181982""",2017.0
REF1071,"""Nboyinea J. et al. (2020). A new pest Spodoptera frugiperda (J.E. Smith) in tropical Africa: Its seasonal dynamics and damage in maize fields in northern Ghana. Crop Protection. 127: 104960""",2020.0
REF1072,"""Brevault T. et al. (2018). First records of the fall armyworm Spodoptera frugiperda (Lepidoptera: Noctuidae) in Senegal. Entomologia Generalis. 37(2): 129-142""",2018.0
REF1073,"""European and Mediterranean Plant Protection Organization (EPPO) (2019). First report of Spodoptera frugiperda in Thailand. EPPO Reporting Service. 01 - 2019: 2019/006""",2019.0
REF1074,"""United States Department of Agriculture (USDA) (2019). Fall armyworm damages corn and threatens other crops in Vietnam. (United States Department of Agriculture Foreign Agricultural Serves 2019)""",2019.0
REF1075,"""Gilal A. et al. (2020). First Record of Invasive Fall Armyworm (Spodoptera frugiperda (Smith) (Lepidoptera: Noctuidae)) in Corn Fields of Sindh Pakistan. Pakistan Journal of Agricultural Research. 33(2): 247-252""",2020.0
REF1076,"""Ramzan M. et al. (2021). Biology of Fall Armyworm Spodoptera frugiperda (Lepidoptera: Noctuidae) A New Alien Invasive Pest in Pakistan. Indian Journal of Pure Applied Bioscience. 9(4): 186-191""",2021.0
REF1077,"""Hang D. et al. (2020). First record of fall armyworm Spodoptera frugiperda (J.E. Smith) (Lepidoptera: Noctuidae) on maize in Viet Nam. Zootaxa. 4772(2): 396-400""",2020.0
REF1078,"""Ganiger P. et al. (2018). Occurrence of the new invasive pest fall armyworm Spodoptera frugiperda (JE Smith) (Lepidoptera: Noctuidae) in the maize fields of Karnataka India. Current Science India. 115: 621-623""",2018.0
REF1079,"""Yee K. et al. (2019). First detection report of the fall army worm Spodoptera frugiperda (Lepidoptra: Noctuidae) on maize in Myanmar. IPPC Official Pest Report 2019""",2019.0
REF1080,"""Trisyono Y. et al. (2019). Occurrence of heavy infestation by the fall armyworm Spodoptera frugiperda a new alien invasive pest in corn Lampung Indonesia. Jurnal Perlindungan Tanaman Indonesia. 23(1): 156-160""",2019.0
REF1081,"""Sharanabasappa S. et al. (2018). First report of the fall armyworm Spodoptera frugiperda (JE Smith)(Lepidoptera: Noctuidae) an alien invasive pest on maize in India. Pest Management in Horticultural Ecosystems. 24(1): 23-29""",2018.0
REF1082,"""Sartiami D. et al. (2020). First record of fall armyworm (Spodoptera frugiperda) in Indonesia and its occurence in three provinces. IOP Conf. Series: Earth and Environmental Science. 468: 012021""",2020.0
REF1083,"""Navasero M. et al. (2019). Detection of the fall armyworm Spodoptera frugiperda (JE Smith)(Lepidoptera: Noctuidae) using larval morphological characters and observations on its current local distribution in the Philippines. The Philippinne Entomologist. 33(2): 171-184""",2019.0
REF1084,"""Meagher R. et al. (2008). Monitoring for Exotic Spodoptera Species (Lepidoptera: Noctuidae) in Florida. Florida Entomologist. 91(4): 517-522""",2008.0
REF1085,"""Chin D. et al. (2010). Field guide to pests beneficials diseases and disorders of mangoes.""",2010.0
REF1086,"""de Prins J. et al. (2023). Taxonomic Delineation of the Old World Species Stomphastis thraustica (Lepidoptera: Gracillariidae) Feeding on Jatropha gossypiifolia (Euphorbiaceae) that Was Collected in the New World and Imported as a Biocontrol Agent to Australia. Neotropical Entomology. 52: 380-406""",2023.0
REF1087,"""Armstrong T. (1959). Swammerdamia caesiella Hbn.(Lepidoptera: Yponomeutidae) a New Pest of Japanese Plum in the Niagara Peninsula Ontario. The Canadian Entomologist. 91(6): 340-345""",1959.0
REF1088,"""Aurelian V. et al. (2012). Small-plot studies comparing pheromone and juice baits for mass-trapping invasive Synanthedon myopaeformis in Canada. Entomologia Experimentalis et Applicata. 145: 102-114""",2012.0
